"n","mtry","numtrees","replace","samplefraction","minnodesize","optimizationAlgo","kgeTrain","nseTrain","kgeTest","nseTest","general.attrToInst","general.freqClass.mean","general.freqClass.sd","general.instToAttr","general.nrAttr","general.nrBin","general.nrCat","general.nrClass","general.nrInst","general.nrNum","correlation.C2.mean","correlation.C2.sd","correlation.C3.mean","correlation.C3.sd","correlation.C4","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L3.mean","linearity.L3.sd","smoothness.S1.mean","smoothness.S1.sd","smoothness.S2.mean","smoothness.S2.sd","smoothness.S3.mean","smoothness.S3.sd","smoothness.S4.mean","smoothness.S4.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4"
10,0.858518328517675,307,FALSE,0.723565525747836,0.279488118831068,"random search",0.490200714851411,0.386036676793609,0.502935043334172,0.376995031869006,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
11,0.652254277374595,615,FALSE,0.330896036676131,0.211148174712434,"random search",0.398360681256921,0.36655627648477,0.418704347605815,0.397878427618485,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
12,0.618151731323451,101,FALSE,0.28821351446677,0.455029127420858,"random search",0.322072394782217,0.311190202549123,0.348967341890545,0.346696793886971,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
13,0.172064840095118,1516,FALSE,0.845976358256303,0.428990785963833,"random search",0.443795706668765,0.395497467437677,0.447800948522759,0.408594972361149,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
14,0.791686525568366,1933,TRUE,0.74347239616327,0.259704804513603,"random search",0.447724703167334,0.388373863659999,0.471494610021122,0.419802783378382,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
15,0.579082683427259,542,FALSE,0.449924852559343,0.529168496606871,"random search",0.345817850792688,0.318621341449075,0.351705979420205,0.32850475612468,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
16,0.283417798578739,508,TRUE,0.762337517132983,0.124585014069453,"random search",0.428895589203007,0.397861794892761,0.449824080475748,0.430422106220674,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
17,0.331005128566176,705,FALSE,0.410144470026717,0.314958710689098,"random search",0.381559708111597,0.360869912501416,0.40611843041646,0.399243565877852,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
18,0.0486986536998302,1544,FALSE,0.492003363929689,0.854728995356709,"random search",-0.0237210656180291,0.107213081605249,0.0437302799512927,0.147657258396143,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
19,0.376448920462281,461,TRUE,0.654250942240469,0.455686790170148,"random search",0.38061500017884,0.344832241537063,0.410542970909645,0.3961735234986,0.0129032258064516,0.00220264317180617,0.00073373825579378,77.5,6,0,0,454,465,6,0.141487534957359,0.106133026737761,0.495340501792115,0.0360795018055097,0.655913978494624,0.169609493508574,0.119663645768456,0.0430559740237827,0.0415490570332215,0.0479658390136149,0.160935361655308,0.153412102587387,0.127009118332648,0.0697414901676001,0.047263768165712,0.0819822274162933,0.0460438259949209,0.0986003175764358,0.0129032258064516,0.0021505376344086,0.166666666666667
