"n","numrounds","eta","subsample","max_depth","min_child_weight","colsample_bytree","lambda","alpha","optimizationAlgo","kgeTrain","nseTrain","kgeTest","nseTest","general.attrToInst","general.freqClass.mean","general.freqClass.sd","general.instToAttr","general.nrAttr","general.nrBin","general.nrCat","general.nrClass","general.nrInst","general.nrNum","correlation.C2.mean","correlation.C2.sd","correlation.C3.mean","correlation.C3.sd","correlation.C4","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L3.mean","linearity.L3.sd","smoothness.S1.mean","smoothness.S1.sd","smoothness.S2.mean","smoothness.S2.sd","smoothness.S3.mean","smoothness.S3.sd","smoothness.S4.mean","smoothness.S4.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4"
1,500,0.3,1,6,1,1,1,1,"default",0.54727679326129,0.365824286752774,0.658337975313059,0.438185936480605,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
1,4168,0.018,0.839,13,2.06,0.752,0.982,1.113,"optimal default",0.550091691571799,0.418709532254402,0.637410840933488,0.49320597539586,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
1,4775,0.119646354497641,0.744921104190871,20,1.89155609895559,0.246908834436908,21.6981893548312,0.311662638016355,"random search",0.541325217492422,0.415469568011461,0.607822540500427,0.501390953825554,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
2,1466,0.579260634496975,0.617649186728522,5,4.65077492408715,0.664385381387547,5.4645900625564,666.790561049938,"random search",-0.573802121913409,-2.90720612908839,-0.608688009284986,-3.38682500097469,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
3,1402,0.0012218040576591,0.929192997468635,9,2.14736633148451,0.103251876309514,0.178886977267654,3.18525842756425,"random search",0.303212717814057,0.199745268657857,0.320646170115337,0.153288351483394,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
4,3519,0.00298771525281709,0.723262588051148,18,47.3846487412777,0.118315589847043,0.0367666278700883,0.680257416141653,"random search",0.457414945592666,0.388676433074915,0.482330473374777,0.432933673463787,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
5,3962,0.0824910956605909,0.608314127475023,24,32.0432794910668,0.876216237898916,7.25517389339475,10.8872947692512,"random search",0.488142315963656,0.372675038955704,0.554643353591925,0.468007627731683,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
6,1478,0.026241808788418,0.957634108373895,9,36.3337367266122,0.450274612521753,429.454126619922,0.130928666074548,"random search",0.484207822407081,0.403616102987139,0.536750101815146,0.466934454657421,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
7,1990,0.00734041982480484,0.184479808155447,14,35.7286533201102,0.147276541916654,0.0215829472039558,15.7092602581439,"random search",0.112175668780155,0.187870949738617,0.171770646719718,0.224791213473381,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
8,4968,0.301309314644147,0.995113789243624,23,6.42781151187401,0.284876009216532,15.0102415004835,0.533983315455222,"random search",0.54360114125724,0.38928721050808,0.604136318881747,0.419216482197425,0.0873015873015873,0.00198412698412698,0,11.4545454545455,44,0,4,504,504,40,0.176218225001214,0.142741933226989,0.548445767195767,0.117536307337456,0.259920634920635,0.0583601581977957,0.0582053970650433,0.00678705435156256,0.0057224999110946,0.0168119781000456,0.0763326604441384,0.0702580801341689,0.195911123612516,0.0552578145128628,0.00940559821514017,0.0182690718152902,0.000821279448447325,0.005613083164312,0.142857142857143,0.00396825396825397,0.0277777777777778
